019E_C_E_A_Armand_1891_Pocket_Pharmocopaeia__486_MED	32-1	1751-1761	Colourless	O	O	O	O	O	O	O	O	O	O
019E_C_E_A_Armand_1891_Pocket_Pharmocopaeia__486_MED	32-2	1762-1764	or	O	O	O	O	O	O	O	O	O	O
019E_C_E_A_Armand_1891_Pocket_Pharmocopaeia__486_MED	32-3	1765-1769	pale	O	O	O	O	O	O	O	O	O	O
019E_C_E_A_Armand_1891_Pocket_Pharmocopaeia__486_MED	32-4	1770-1776	yellow	O	O	O	O	O	O	O	O	O	O
019E_C_E_A_Armand_1891_Pocket_Pharmocopaeia__486_MED	32-5	1777-1781	when	O	O	O	O	O	O	O	O	O	O
019E_C_E_A_Armand_1891_Pocket_Pharmocopaeia__486_MED	32-6	1782-1788	recent	O	O	O	O	O	O	O	O	O	O
019E_C_E_A_Armand_1891_Pocket_Pharmocopaeia__486_MED	32-7	1788-1789	,	O	O	O	O	O	O	O	O	O	O
019E_C_E_A_Armand_1891_Pocket_Pharmocopaeia__486_MED	32-8	1790-1793	but	O	O	O	O	O	O	O	O	O	O
019E_C_E_A_Armand_1891_Pocket_Pharmocopaeia__486_MED	32-9	1794-1803	gradually	O	O	O	O	O	O	O	O	O	O
019E_C_E_A_Armand_1891_Pocket_Pharmocopaeia__486_MED	32-10	1804-1812	becoming	O	O	O	O	O	O	O	O	O	O
019E_C_E_A_Armand_1891_Pocket_Pharmocopaeia__486_MED	32-11	1813-1819	darker	O	O	O	O	O	O	O	O	O	O
019E_C_E_A_Armand_1891_Pocket_Pharmocopaeia__486_MED	32-12	1819-1820	,	O	O	O	O	O	O	O	O	O	O
019E_C_E_A_Armand_1891_Pocket_Pharmocopaeia__486_MED	32-13	1821-1825	with	O	O	O	O	O	O	O	O	O	O
019E_C_E_A_Armand_1891_Pocket_Pharmocopaeia__486_MED	32-14	1826-1829	the	O	O	O	O	O	O	O	O	O	O
019E_C_E_A_Armand_1891_Pocket_Pharmocopaeia__486_MED	32-15	1830-1835	odour	B-Smell_Word	O	O	O	O	O	O	O	O	O
019E_C_E_A_Armand_1891_Pocket_Pharmocopaeia__486_MED	32-16	1836-1838	of	O	O	O	O	O	O	O	O	O	O
019E_C_E_A_Armand_1891_Pocket_Pharmocopaeia__486_MED	32-17	1839-1842	the	O	O	O	O	O	O	O	O	O	O
019E_C_E_A_Armand_1891_Pocket_Pharmocopaeia__486_MED	32-18	1843-1848	fruit	O	O	O	O	O	O	O	O	O	O
019E_C_E_A_Armand_1891_Pocket_Pharmocopaeia__486_MED	32-19	1848-1849	,	O	O	O	O	O	O	O	O	O	O
019E_C_E_A_Armand_1891_Pocket_Pharmocopaeia__486_MED	32-20	1850-1853	and	O	O	O	O	O	O	O	O	O	O
019E_C_E_A_Armand_1891_Pocket_Pharmocopaeia__486_MED	32-21	1854-1855	a	O	O	O	O	O	O	O	O	O	O
019E_C_E_A_Armand_1891_Pocket_Pharmocopaeia__486_MED	32-22	1856-1861	spicy	O	O	O	O	O	O	O	O	O	O
019E_C_E_A_Armand_1891_Pocket_Pharmocopaeia__486_MED	32-23	1862-1870	somewhat	O	O	O	O	O	O	O	O	O	O
019E_C_E_A_Armand_1891_Pocket_Pharmocopaeia__486_MED	32-24	1871-1876	acrid	O	O	O	O	O	O	O	O	O	O
019E_C_E_A_Armand_1891_Pocket_Pharmocopaeia__486_MED	32-25	1877-1882	taste	O	O	O	O	O	O	O	O	O	O
019E_C_E_A_Armand_1891_Pocket_Pharmocopaeia__486_MED	32-26	1882-1883	.	O	O	O	O	O	O	O	O	O	O

006E_W_Murdoch_1858_Report_of_the_Medical_Officer_of_Health_for_Rotherhithe_1857__Wellcome_Londons_Pulse_database_PUB	221-1	33758-33760	No	O	O	O	O	O	O	O	O	O	O
006E_W_Murdoch_1858_Report_of_the_Medical_Officer_of_Health_for_Rotherhithe_1857__Wellcome_Londons_Pulse_database_PUB	221-2	33761-33766	death	O	O	O	O	O	O	O	O	O	O
006E_W_Murdoch_1858_Report_of_the_Medical_Officer_of_Health_for_Rotherhithe_1857__Wellcome_Londons_Pulse_database_PUB	221-3	33767-33770	has	O	O	O	O	O	O	O	O	O	O
006E_W_Murdoch_1858_Report_of_the_Medical_Officer_of_Health_for_Rotherhithe_1857__Wellcome_Londons_Pulse_database_PUB	221-4	33771-33775	been	O	O	O	O	O	O	O	O	O	O
006E_W_Murdoch_1858_Report_of_the_Medical_Officer_of_Health_for_Rotherhithe_1857__Wellcome_Londons_Pulse_database_PUB	221-5	33776-33786	registered	O	O	O	O	O	O	O	O	O	O
006E_W_Murdoch_1858_Report_of_the_Medical_Officer_of_Health_for_Rotherhithe_1857__Wellcome_Londons_Pulse_database_PUB	221-6	33787-33791	from	O	O	O	O	O	O	O	O	O	O
006E_W_Murdoch_1858_Report_of_the_Medical_Officer_of_Health_for_Rotherhithe_1857__Wellcome_Londons_Pulse_database_PUB	221-7	33792-33802	scarlatina	O	O	O	O	O	O	O	O	O	O
006E_W_Murdoch_1858_Report_of_the_Medical_Officer_of_Health_for_Rotherhithe_1857__Wellcome_Londons_Pulse_database_PUB	221-8	33802-33803	,	O	O	O	O	O	O	O	O	O	O
006E_W_Murdoch_1858_Report_of_the_Medical_Officer_of_Health_for_Rotherhithe_1857__Wellcome_Londons_Pulse_database_PUB	221-9	33804-33812	smallpox	O	O	O	O	O	O	O	O	O	O
006E_W_Murdoch_1858_Report_of_the_Medical_Officer_of_Health_for_Rotherhithe_1857__Wellcome_Londons_Pulse_database_PUB	221-10	33812-33813	,	O	O	O	O	O	O	O	O	O	O
006E_W_Murdoch_1858_Report_of_the_Medical_Officer_of_Health_for_Rotherhithe_1857__Wellcome_Londons_Pulse_database_PUB	221-11	33814-33816	or	O	O	O	O	O	O	O	O	O	O
006E_W_Murdoch_1858_Report_of_the_Medical_Officer_of_Health_for_Rotherhithe_1857__Wellcome_Londons_Pulse_database_PUB	221-12	33817-33826	diarrhoea	O	O	O	O	O	O	O	O	O	O
006E_W_Murdoch_1858_Report_of_the_Medical_Officer_of_Health_for_Rotherhithe_1857__Wellcome_Londons_Pulse_database_PUB	221-13	33826-33827	.	O	O	O	O	O	O	O	O	O	O

019E_C_E_A_Armand_1891_Pocket_Pharmocopaeia__486_MED	112-1	5519-5522	Oil	O	O	O	O	O	O	O	O	O	O
019E_C_E_A_Armand_1891_Pocket_Pharmocopaeia__486_MED	112-2	5523-5525	of	O	O	O	O	O	O	O	O	O	O
019E_C_E_A_Armand_1891_Pocket_Pharmocopaeia__486_MED	112-3	5526-5536	Peppermint	O	O	O	O	O	O	O	O	O	O
019E_C_E_A_Armand_1891_Pocket_Pharmocopaeia__486_MED	112-4	5536-5537	.	O	O	O	O	O	O	O	O	O	O

017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-1	1778-1780	It	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-2	1781-1783	is	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-3	1784-1792	proposed	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-4	1793-1795	to	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-5	1796-1800	pass	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-6	1801-1804	the	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-7	1805-1810	solid	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-8	1811-1817	matter	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-9	1818-1823	daily	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-10	1824-1828	into	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-11	1831-1834	the	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-12	1835-1843	emptying	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-13	1844-1851	chamber	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-14	1852-1853	D	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-15	1853-1854	,	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-16	1855-1858	and	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-17	1859-1861	to	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-18	1862-1865	mix	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-19	1866-1868	it	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-20	1869-1873	with	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-21	1874-1877	dry	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-22	1878-1882	clay	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-23	1885-1891	powder	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-24	1892-1895	and	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-25	1896-1900	peat	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-26	1901-1909	charcoal	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-27	1909-1910	,	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-28	1911-1913	or	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-29	1914-1918	with	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-30	1919-1923	fine	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-31	1924-1927	dry	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-32	1928-1933	ashes	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-33	1933-1934	,	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-34	1937-1941	when	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-35	1942-1944	it	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-36	1945-1949	will	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-37	1950-1952	be	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-38	1953-1956	fit	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-39	1957-1960	for	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-40	1961-1968	removal	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-41	1969-1972	and	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-42	1973-1976	use	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-43	1977-1979	as	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-44	1980-1986	manure	O	O	O	O	O	O	O	O	O	O
017E_Henry_Austin_1857_Report_on_the_meanings_of_deodorizing_and_utilizing_the_sewage_of_towns__112_PUB	10-45	1986-1987	.	O	O	O	O	O	O	O	O	O	O

044E_Fynes_Moryson_1617_An_Itinerary__58_distribution__8_distribution_TRAV	30-1	6868-6870	At	O	O	O	O	O	O	O	O	O	O
044E_Fynes_Moryson_1617_An_Itinerary__58_distribution__8_distribution_TRAV	30-2	6871-6875	last	O	O	O	O	O	O	O	O	O	O
044E_Fynes_Moryson_1617_An_Itinerary__58_distribution__8_distribution_TRAV	30-3	6876-6881	after	O	O	O	O	O	O	O	O	O	O
044E_Fynes_Moryson_1617_An_Itinerary__58_distribution__8_distribution_TRAV	30-4	6882-6887	seuen	O	O	O	O	O	O	O	O	O	O
044E_Fynes_Moryson_1617_An_Itinerary__58_distribution__8_distribution_TRAV	30-5	6888-6893	daies	O	O	O	O	O	O	O	O	O	O
044E_Fynes_Moryson_1617_An_Itinerary__58_distribution__8_distribution_TRAV	30-6	6893-6894	,	O	O	O	O	O	O	O	O	O	O
044E_Fynes_Moryson_1617_An_Itinerary__58_distribution__8_distribution_TRAV	30-7	6895-6899	this	O	O	O	O	O	O	O	O	O	O
044E_Fynes_Moryson_1617_An_Itinerary__58_distribution__8_distribution_TRAV	30-8	6900-6909	confusion	O	O	O	O	O	O	O	O	O	O
044E_Fynes_Moryson_1617_An_Itinerary__58_distribution__8_distribution_TRAV	30-9	6910-6916	ceased	O	O	O	O	O	O	O	O	O	O
044E_Fynes_Moryson_1617_An_Itinerary__58_distribution__8_distribution_TRAV	30-10	6916-6917	,	O	O	O	O	O	O	O	O	O	O
044E_Fynes_Moryson_1617_An_Itinerary__58_distribution__8_distribution_TRAV	30-11	6918-6921	and	O	O	O	O	O	O	O	O	O	O
044E_Fynes_Moryson_1617_An_Itinerary__58_distribution__8_distribution_TRAV	30-12	6922-6926	then	O	O	O	O	O	O	O	O	O	O
044E_Fynes_Moryson_1617_An_Itinerary__58_distribution__8_distribution_TRAV	30-13	6927-6930	the	O	O	O	O	O	O	O	O	O	O
044E_Fynes_Moryson_1617_An_Itinerary__58_distribution__8_distribution_TRAV	30-14	6931-6940	aforesaid	O	O	O	O	O	O	O	O	O	O
044E_Fynes_Moryson_1617_An_Itinerary__58_distribution__8_distribution_TRAV	30-15	6941-6948	Mouaine	O	O	O	O	O	O	O	O	O	O
044E_Fynes_Moryson_1617_An_Itinerary__58_distribution__8_distribution_TRAV	30-16	6949-6957	breaking	O	O	O	O	O	O	O	O	O	O
044E_Fynes_Moryson_1617_An_Itinerary__58_distribution__8_distribution_TRAV	30-17	6958-6961	out	O	O	O	O	O	O	O	O	O	O
044E_Fynes_Moryson_1617_An_Itinerary__58_distribution__8_distribution_TRAV	30-18	6962-6964	of	O	O	O	O	O	O	O	O	O	O
044E_Fynes_Moryson_1617_An_Itinerary__58_distribution__8_distribution_TRAV	30-19	6965-6968	the	O	O	O	O	O	O	O	O	O	O
044E_Fynes_Moryson_1617_An_Itinerary__58_distribution__8_distribution_TRAV	30-20	6969-6975	bowels	O	O	O	O	O	O	O	O	O	O
044E_Fynes_Moryson_1617_An_Itinerary__58_distribution__8_distribution_TRAV	30-21	6976-6978	of	O	O	O	O	O	O	O	O	O	O
044E_Fynes_Moryson_1617_An_Itinerary__58_distribution__8_distribution_TRAV	30-22	6979-6982	the	O	O	O	O	O	O	O	O	O	O
044E_Fynes_Moryson_1617_An_Itinerary__58_distribution__8_distribution_TRAV	30-23	6983-6988	earth	O	O	O	O	O	O	O	O	O	O
044E_Fynes_Moryson_1617_An_Itinerary__58_distribution__8_distribution_TRAV	30-24	6989-6992	was	O	O	O	O	O	O	O	O	O	O
044E_Fynes_Moryson_1617_An_Itinerary__58_distribution__8_distribution_TRAV	30-25	6993-6998	first	O	O	O	O	O	O	O	O	O	O
044E_Fynes_Moryson_1617_An_Itinerary__58_distribution__8_distribution_TRAV	30-26	6999-7004	seene	O	O	O	O	O	O	O	O	O	O
044E_Fynes_Moryson_1617_An_Itinerary__58_distribution__8_distribution_TRAV	30-27	7004-7005	,	O	O	O	O	O	O	O	O	O	O
044E_Fynes_Moryson_1617_An_Itinerary__58_distribution__8_distribution_TRAV	30-28	7006-7011	being	O	O	O	O	O	O	O	O	O	O
